"step_n","position","position_return","omega","epsilon","phi","knowledge","decision","decision_norm","entropy","delta_t","cosine_similarity","delta_h_over_delta_d","frobenius_norm","lagrangian","classical_lagrangian","timestamp"
1264,-0.9510744539206102,-2.026687009963013,0.15,0.1,0.0,2.3821829217177397,0.41656479263251384,2.9455576399149557,0.021778234003794354,0.1,-0.9999999999999882,0.10210004651515013,0.24835719561192499,0.08187760041784148,0.008772435554734663,"2025-07-24T10:13:03.768249Z"
1265,-0.9314568710141802,-2.0845941386147713,0.15,0.1,0.0,2.3558869685442687,0.4174688857283786,2.9519505467330216,0.02185637596920322,0.1,-0.9999999999999881,0.08643132633827089,0.24835719561192499,0.0810237790162843,0.009481844050738066,"2025-07-24T10:13:03.868250Z"
1266,-0.9116916766252069,-2.1449939775498317,0.15,0.1,0.0,2.3292309557954156,0.4183859247573725,2.958434995164934,0.021921598571036857,0.1,-0.9999999999999882,0.07112303813851158,0.24835719561192499,0.08015660841349587,0.010182351187883638,"2025-07-24T10:13:03.968254Z"
1267,-0.8917816935722522,-2.208069961061685,0.15,0.1,0.0,2.302218571816319,0.4193157997160591,2.9650102073686355,0.021973822889937843,0.1,-0.9999999999999883,0.056162732863299404,0.24835719561192499,0.07927615823876649,0.010873532132302905,"2025-07-24T10:13:04.068249Z"
1268,-0.8717297680193365,-2.2740237973961355,0.15,0.1,0.0,2.2748535606691975,0.4202583981661119,2.9716753882847873,0.022012977345444905,0.1,-0.9999999999999883,0.04153884987278452,0.24835719561192499,0.0783825014069645,0.011554967048909378,"2025-07-24T10:13:04.168235Z"
1269,-0.8515387690576917,-2.3430778082615595,0.15,0.1,0.0,2.24713972159995,0.42121360522683454,2.9784297255838754,0.022038997805080087,0.1,-0.9999999999999887,0.027240648342252004,0.24835719561192499,0.07747571417953572,0.012226241357364002,"2025-07-24T10:13:04.268214Z"
1270,-0.8312115882837653,-2.4154776370775664,0.15,0.1,0.0,2.2190809084959606,0.42218130356856387,2.985272389619562,0.02205182768989896,0.1,-0.9999999999999885,0.013258144884226688,0.24835719561192499,0.07655587622371599,0.012886945985200366,"2025-07-24T10:13:04.368250Z"
1271,-0.8107511393735451,-2.4914953955995736,0.15,0.1,0.0,2.1906810293351913,0.42316137340698873,2.9922025333885185,0.02205141807629753,0.1,-0.9999999999999888,-4.179432784996519E-4,0.24835719561192499,0.0756230706698395,0.013536677617937035,"2025-07-24T10:13:04.468212Z"
1272,-0.7901603576532638,-2.5714333340056514,0.15,0.1,0.0,2.161944045626644,0.4241536924984237,2.999219292496998,0.0220377277938782,0.1,-0.9999999999999889,-0.013796250155314181,0.24835719561192499,0.07467738416662688,0.014175038946037964,"2025-07-24T10:13:04.568251Z"
1273,-0.7694421996665501,-2.655628138942384,0.15,0.1,0.0,2.1328739718422733,0.4251581361360662,3.0063217851343746,0.02201072351917498,0.1,-0.9999999999999887,-0.02688480835679453,0.24835719561192499,0.07371890693433736,0.014801638908559643,"2025-07-24T10:13:04.668255Z"
1274,-0.748599642738093,-2.7444559885674695,0.15,0.1,0.0,2.103474874840429,0.4261745771472755,3.0135091120539026,0.021970379865033713,0.1,-0.9999999999999889,-0.03969109244546018,0.24835719561192499,0.07274773281567087,0.015416092933338364,"2025-07-24T10:13:04.768248Z"
1275,-0.7276356845338834,-2.8383385248459168,0.15,0.1,0.0,2.073750873280924,0.4272028858919032,3.0207803565609077,0.021916679465448383,0.1,-0.9999999999999891,-0.05222205866271631,0.24835719561192499,0.07176395932430722,0.016018023173562553,"2025-07-24T10:13:04.868227Z"
1276,-0.7065533426181004,-2.9377499433401635,0.15,0.1,0.0,2.0437061370318075,0.42824293026170773,3.0281345845086496,0.021849613055654134,0.1,-0.9999999999999893,-0.06448418138819634,0.24835719561192499,0.07076768769097057,0.016607058740594823,"2025-07-24T10:13:04.968253Z"
1277,-0.6853556540067116,-3.04322545229833,0.15,0.1,0.0,2.0133448865679244,0.42929457568088436,3.035570844302069,0.021769179547278732,0.1,-0.9999999999999893,-0.07648348664740674,0.24835719561192499,0.06975902290691008,0.017182835932881783,"2025-07-24T10:13:05.068250Z"
1278,-0.6640456747178504,-3.155371419848877,0.15,0.1,0.0,1.9826713923613666,0.43035768510774053,3.043088166909633,0.021675386098354156,0.1,-0.9999999999999892,-0.08822558295051784,0.24835719561192499,0.0687380737646886,0.01774499846083056,"2025-07-24T10:13:05.168209Z"
1279,-0.6426264793190433,-3.274877615855675,0.15,0.1,0.0,1.9516899742638922,0.4314321190375454,3.050685565883486,0.0215682481779957,0.1,-0.9999999999999895,-0.09971568971012698,0.24835719561192499,0.06770495289617424,0.01829319766749159,"2025-07-24T10:13:05.268219Z"
1280,-0.6211011604713541,-3.4025320708767874,0.15,0.1,0.0,1.9204050008814126,0.43251773550658246,3.058362037388103,0.021447789625557642,0.1,-0.9999999999999896,-0.11095866346326333,0.24835719561192499,0.06665977680763162,0.018827092744921895,"2025-07-24T10:13:05.368231Z"
1281,-0.5994728284705129,-3.5392392290924293,0.15,0.1,0.0,1.8888208889406346,0.43361439009743086,3.0661165602376372,0.021314042704075126,0.1,-0.9999999999999897,-0.12195902210106627,0.24835719561192499,0.06560266591181277,0.019346350946093258,"2025-07-24T10:13:05.468230Z"
1282,-0.5777446107851026,-3.6860422798091923,0.15,0.1,0.0,1.8569421026479562,0.4347219359455025,3.073948095942145,0.021167048147811698,0.1,-0.9999999999999899,-0.1327209672803707,0.24835719561192499,0.06453374455694952,0.019850647792202344,"2025-07-24T10:13:05.568254Z"
1283,-0.5559196515918721,-3.8441508344834916,0.15,0.1,0.0,1.8247731530407134,0.43584022374685955,3.081855588762859,0.02100685520372557,0.1,-0.9999999999999898,-0.14324840518848192,0.24835719561192499,0.06345314105255405,0.02033966727526617,"2025-07-24T10:13:05.668228Z"
1284,-0.5340011113082445,-4.014975504126721,0.15,0.1,0.0,1.7923185973308657,0.4369691017673345,3.08983796577668,0.020833521666690245,0.1,-0.9999999999999899,-0.15354496579036656,0.24835719561192499,0.06236098769193536,0.020813102055867862,"2025-07-24T10:13:05.768237Z"
1285,-0.5119921661220962,-4.200171471239775,0.15,0.1,0.0,1.7595830382412312,0.43810841585297605,3.097894136950043,0.020647113908287048,0.1,-0.9999999999999899,-0.1636140207098647,0.24835719561192499,0.06125742077134535,0.021270653655926987,"2025-07-24T10:13:05.868208Z"
1286,-0.4898960075188753,-4.401693909670812,0.15,0.1,0.0,1.7265711233343577,0.4392580094418411,3.1060229952222924,0.02044770689901527,0.1,-0.9999999999999902,-0.17345869984247178,0.24835719561192499,0.060142580605669904,0.021712032646376632,"2025-07-24T10:13:05.968210Z"
1287,-0.4677158418061318,-4.621869189414149,0.15,0.1,0.0,1.6932875443341429,0.44041772357715175,3.1142234165987226,0.020235384223756602,0.1,-0.9999999999999902,-0.1830819068199066,0.24835719561192499,0.059016611540585885,0.02213695882962842,"2025-07-24T10:13:06.068215Z"
1288,-0.4454548896355338,-4.863487373029736,0.15,0.1,0.0,1.6597370364402917,0.44158739692183524,3.1224942602533883,0.02001023809034511,0.1,-0.9999999999999905,-0.1924863334150931,0.24835719561192499,0.05787966196110827,0.022545161416705234,"2025-07-24T10:13:06.168212Z"
1289,-0.42311638552244113,-5.129923820993151,0.15,0.1,0.0,1.6259243776357293,0.44276686577446356,3.1308343686418127,0.019772369331097585,0.1,-0.9999999999999902,-0.2016744729777815,0.24835719561192499,0.05673188429645644,0.02293637919893522,"2025-07-24T10:13:06.268181Z"
1290,-0.4007035773631107,-5.425301185036861,0.15,0.1,0.0,1.5918543879870566,0.4439559640866061,3.1392425676236924,0.019521887397168775,0.1,-0.9999999999999905,-0.21064863297761127,0.24835719561192499,0.05557343502117335,0.02331036071409203,"2025-07-24T10:13:06.368254Z"
1291,-0.37821972594960784,-5.754708355948039,0.15,0.1,0.0,1.5575319289381702,0.44515452348160955,3.14771766659569,0.019258910345604077,0.1,-0.9999999999999908,-0.2194109467257051,0.24835719561192499,0.05440447465243583,0.02366686440687798,"2025-07-24T10:13:06.468255Z"
1292,-0.35566810448249614,-6.124501181720496,0.15,0.1,0.0,1.5229619025971395,0.44636237327481587,3.156258458634396,0.018983564818969352,0.1,-0.9999999999999909,-0.22796338434086436,0.24835719561192499,0.0532251677434996,0.024005658783650238,"2025-07-24T10:13:06.568253Z"
1293,-0.3330519980813825,-6.5427229495103285,0.15,0.1,0.0,1.4881492510164567,0.44757934049522746,3.1648637206495285,0.01869598601744874,0.1,-0.9999999999999909,-0.23630776301710762,0.24835719561192499,0.05203568287322765,0.02432652256128209,"2025-07-24T10:13:06.668219Z"
1294,-0.3103747032933913,-7.019704234201464,0.15,0.1,0.0,1.453098955466765,0.44880524990862886,3.1735322135474204,0.01839631766330947,0.1,-0.9999999999999909,-0.24444575664674656,0.24835719561192499,0.05083619263165618,0.024629244810072552,"2025-07-24T10:13:06.768218Z"
1295,-0.28763952759964284,-7.568938210999026,0.15,0.1,0.0,1.4178160357041742,0.4500399240421679,3.182262682404847,0.018084711957643447,0.1,-0.9999999999999911,-0.2523789048474172,0.24835719561192499,0.04962687360155756,0.024913625090605865,"2025-07-24T10:13:06.868204Z"
1296,-0.2648497889198132,-8.208391246325892,0.15,0.1,0.0,1.382305549231276,0.45128318321040545,3.1910538566532085,0.01776132952930564,0.1,-0.9999999999999911,-0.26010862143589897,0.24835719561192499,0.04840790633596608,0.02517947358447388,"2025-07-24T10:13:06.968259Z"
1297,-0.24200881511484898,-8.962524121277958,0.15,0.1,0.0,1.346572590551969,0.4525348455428298,3.1999044502731064,0.01742633937597862,0.1,-0.9999999999999911,-0.2676362023918839,0.24835719561192499,0.047179475331637494,0.02542661121877854,"2025-07-24T10:13:07.068264Z"
1298,-0.21911994348791658,-9.865518090595806,0.15,0.1,0.0,1.3106222904202078,0.453794727012843,3.2088131619992897,0.017079918797307986,0.1,-0.999999999999992,-0.27496283334256766,0.24835719561192499,0.04594176899842001,0.025654869784325393,"2025-07-24T10:13:07.168255Z"
1299,-0.1961865202836595,-10.966636094936701,0.15,0.1,0.0,1.2744598150827888,0.4550626414682112,3.217778675535984,0.01672225332005823,0.1,-0.999999999999992,-0.2820895966091818,0.24835719561192499,0.04469497962452005,0.02586409204744151,"2025-07-24T10:13:07.268320Z"
1300,-0.17321190018584287,-12.33957220040111,0.15,0.1,0.0,1.238090365516286,0.45633840066298054,3.2267996597825648,0.016353536615257444,0.1,-0.999999999999992,-0.28901747783792836,0.24835719561192499,0.043439303337653,0.02605413185533257,"2025-07-24T10:13:07.368216Z"
1301,-0.15019944581346126,-14.099740488394689,0.15,0.1,0.0,1.2015191766582562,0.4576218142908506,3.235874769069544,0.01597397040730642,0.1,-0.9999999999999921,-0.2957473722489253,0.24835719561192499,0.042174940062074784,0.026224854234917234,"2025-07-24T10:13:07.468226Z"
1302,-0.12715252721538828,-16.438665976424375,0.15,0.1,0.0,1.1647515166328264,0.4589126900199982,3.245002643404815,0.015583764375041827,0.1,-0.9999999999999922,-0.30228009052602944,0.24835719561192499,0.040902093471497654,0.026376135485065934,"2025-07-24T10:13:07.568252Z"
1303,-0.10407452136364467,-19.69911055295805,0.15,0.1,0.0,1.127792685970782,0.46021083352934394,3.254181908730093,0.015183136044756821,0.1,-0.9999999999999925,-0.3086163643701571,0.24835719561192499,0.03962097093789909,0.026507863262188545,"2025-07-24T10:13:07.668226Z"
1304,-0.08096881164536351,-24.56107071644418,0.15,0.1,0.0,1.0906480168242783,0.4615160485462478,3.263411177187464,0.014772310675193398,0.1,-0.9999999999999926,-0.3147568517392342,0.24835719561192499,0.03833178347624036,0.02661993665910692,"2025-07-24T10:13:07.768213Z"
1305,-0.057838787353531124,-32.591815694216294,0.15,0.1,0.0,1.053322872176285,0.46282813688562247,3.272689047395959,0.014351521134534114,0.1,-0.9999999999999928,-0.32070214179315426,0.24835719561192499,0.0370347456851173,0.026712266277159398,"2025-07-24T10:13:07.868248Z"
1306,-0.034687843176581246,-48.39366852228757,0.15,0.1,0.0,1.0158226450448966,0.4641468984904479,3.282014104738033,0.01392100776943701,0.1,-0.9999999999999929,-0.32645275956005576,0.24835719561192499,0.03573007568337323,0.02678477429148974,"2025-07-24T10:13:07.968156Z"
1307,-0.011519378686922266,-93.84564023655359,0.15,0.1,0.0,0.9781527576826176,0.46547213147366984,3.2913849216558373,0.013481018266165757,0.1,-0.999999999999993,-0.3320091703434163,0.24835719561192499,0.03441799504271021,0.026837394509469464,"2025-07-24T10:13:08.068248Z"
1308,0.011663202171524223,-1525.7934745291418,0.15,0.1,0.0,0.9403186607707537,0.4668036321614639,3.300800057957137,0.013031807503884276,0.1,-0.9999999999999932,-0.33737178388221095,0.24835719561192499,0.03309872871634214,0.02687007242221542,"2025-07-24T10:13:08.168252Z"
1309,0.03485649159669474,107.06307055407326,0.15,0.1,0.0,0.9023258326090268,0.46814119513784314,3.3102580611307375,0.012573637400199105,0.1,-0.9999999999999934,-0.3425409582772978,0.24835719561192499,0.03177250496373978,0.02688276524916398,"2025-07-24T10:13:08.268250Z"
1310,0.05805707844258495,51.721804403445034,0.15,0.1,0.0,0.8641797783005375,0.469484613290585,3.3197574666712417,0.012106776749042295,0.1,-0.9999999999999938,-0.34751700369982896,0.24835719561192499,0.03043955527152471,0.026875441975665208,"2025-07-24T10:13:08.368215Z"
1311,0.08126154873420155,34.09560154891545,0.15,0.1,0.0,0.8258860289322031,0.47083367785845537,3.329296798412965,0.01163150105100493,0.1,-0.9999999999999937,-0.3523001858892735,0.24835719561192499,0.029100114270575735,0.0268480833835707,"2025-07-24T10:13:08.468235Z"
1312,0.10446648618318546,25.426850377663534,0.15,0.1,0.0,0.7874501407507905,0.47218817847969835,3.338874568872818,0.011148092336244269,0.1,-0.9999999999999942,-0.3568907294535256,0.24835719561192499,0.027754419649418664,0.026800682074788862,"2025-07-24T10:13:08.568249Z"
1313,0.12766847270402645,20.26967656167054,0.15,0.1,0.0,0.7488776943346759,0.4735479032417668,3.348489279601952,0.010656838980098659,0.1,-0.9999999999999943,-0.3612888209804275,0.24835719561192499,0.026402712063976198,0.026733242487785337,"2025-07-24T10:13:08.668253Z"
1314,0.15086408893078923,16.848894863990427,0.15,0.1,0.0,0.710174293761453,0.47491263873225986,3.3581394215459426,0.010158035511560734,0.1,-0.9999999999999946,-0.3654946119688884,0.24835719561192499,0.025045235043761892,0.026645780907012716,"2025-07-24T10:13:08.768270Z"
1315,0.17404991473427134,14.41330128905132,0.15,0.1,0.0,0.6713455657715198,0.4762821700910355,3.3678234754132825,0.009651982414770133,0.1,-0.9999999999999951,-0.3695082215883004,0.24835719561192499,0.023682234894608457,0.026538325465257005,"2025-07-24T10:13:08.868209Z"
1316,0.19722252973951265,12.59039703370556,0.15,0.1,0.0,0.6323971589277707,0.4776562810634651,3.377539912051945,0.009138985923701845,0.1,-0.9999999999999952,-0.3733297392722652,0.24835719561192499,0.022313960598027063,0.02641091613889215,"2025-07-24T10:13:08.968213Z"
1317,0.22037851384357626,11.174452957973076,0.15,0.1,0.0,0.5933347427715231,0.4790347540547908,3.387287192833752,0.008619357810237501,0.1,-0.9999999999999953,-0.3769592271551186,0.24835719561192499,0.020940663707300352,0.026263604736038417,"2025-07-24T10:13:09.068216Z"
1318,0.24351444773352066,10.042574502261683,0.15,0.1,0.0,0.5541640069748075,0.48041737018554953,3.3970637700462825,0.008093415165820577,0.1,-0.9999999999999959,-0.38039672235582966,0.24835719561192499,0.01956259824041853,0.02609645487762556,"2025-07-24T10:13:09.168209Z"
1319,0.26662691340448297,9.116823864514721,0.15,0.1,0.0,0.5148906604891517,0.48180390934802464,3.406868087292041,0.007561480176908342,0.1,-0.9999999999999961,-0.3836422391147461,0.24835719561192499,0.01818002056997316,0.02590954197136505,"2025-07-24T10:13:09.268207Z"
1320,0.2897124946777928,8.345385121495456,0.15,0.1,0.0,0.47552043069098715,0.48319415026368095,3.416698579894592,0.007023879894445094,0.1,-0.9999999999999966,-0.38669577078980855,0.24835719561192499,0.01679318931012965,0.025702953178639864,"2025-07-24T10:13:09.368208Z"
1321,0.3127677777190361,7.692466430546697,0.15,0.1,0.0,0.4360590625238132,0.48458787054154373,3.426553675311357,0.006480945997593229,0.1,-0.9999999999999972,-0.3895572917145444,0.24835719561192499,0.015402365200804702,0.025476787374324798,"2025-07-24T10:13:09.468215Z"
1322,0.3357893515559896,7.132550219121754,0.15,0.1,0.0,0.3965123176372456,0.4859848467374745,3.436431793552761,0.005933014551969547,0.1,-0.9999999999999972,-0.3922267589238416,0.24835719561192499,0.014007810989180353,0.025231155099558242,"2025-07-24T10:13:09.568206Z"
1323,0.35877380859634406,6.646953394292956,0.15,0.1,0.0,0.3568859735230849,0.48738485441430013,3.446331347607407,0.005380425762645238,0.1,-0.9999999999999978,-0.3947041137497509,0.24835719561192499,0.012609791308691672,0.024966178507479307,"2025-07-24T10:13:09.668229Z"
1324,0.3817177451451372,6.221682780597717,0.15,0.1,0.0,0.31718582264853673,0.48878766820274555,3.456250743872939,0.00482352372217802,0.1,-0.9999999999999982,-0.39698928329209565,0.24835719561192499,0.01120857255562976,0.024681991301966997,"2025-07-24T10:13:09.768251Z"
1325,0.40461776192181503,5.846050392277497,0.15,0.1,0.0,0.27741767158671665,0.490193061863124,3.466188382592255,0.004262656153955087,0.1,-0.9999999999999989,-0.399082181765286,0.24835719561192499,0.00980442276350659,0.024378738669401902,"2025-07-24T10:13:09.868204Z"
1326,0.4274704645768419,5.511751968632794,0.15,0.1,0.0,0.23758734014457378,0.4916008083477331,3.47614265829472,0.003698174151134598,0.1,-0.9999999999999989,-0.4009827117254179,0.24835719561192499,0.008397611475332644,0.024056577203491268,"2025-07-24T10:13:09.968250Z"
1327,0.45027246420777844,5.212237505677679,0.15,0.1,0.0,0.1977006604883664,0.49301067986390834,3.486111960242013,0.0031304319114824554,0.1,-0.9999999999999983,-0.4026907651786214,0.24835719561192499,0.006988409613962313,0.023715674823194376,"2025-07-24T10:13:10.068202Z"
1328,0.4730203778747473,4.942271249296352,0.15,0.1,0.0,0.15776347626682627,0.49442244793767837,3.4960946728782463,0.00255978646840908,0.1,-0.9999999999999963,-0.40420622457448535,0.24835719561192499,0.0055770893506660165,0.023356210683789822,"2025-07-24T10:13:10.168249Z"
1329,0.49571082911520714,4.697617798299953,0.15,0.1,0.0,0.11778164173214421,0.4958358834779728,3.506089176283983,0.0019865974185189904,0.1,-0.9999999999999886,-0.4055289636842484,0.24835719561192499,0.0041639239720915235,0.02297837508113576,"2025-07-24T10:13:10.268251Z"
1330,0.5183404484579531,4.474814071578974,0.15,0.1,0.0,0.07776102085891415,0.49725075684132775,3.516093846633767,0.0014112266459925737,0.1,-0.9999999999999598,-0.40665884836654254,0.24835719561192499,0.0027491877457801925,0.022582369349168758,"2025-07-24T10:13:10.368225Z"
1331,0.5409058739362663,4.271000932102402,0.15,0.1,0.0,0.037707486461172876,0.4986668378970315,3.526107056656784,8.340380441261876E-4,0.1,-0.9999999999997453,-0.407595737222505,0.24835719561192499,0.0013331557844068341,0.022168405750704306,"2025-07-24T10:13:10.468215Z"
1332,0.5634037516001295,4.083797020190401,0.15,0.1,0.0,0.002373080692575207,0.5000838960926602,3.5361271761002593,2.553972343623707E-4,0.1,0.9999999999093706,-0.4083394821389593,0.24835719561192499,-8.389609108547931E-5,0.0217367073615902,"2025-07-24T10:13:10.568213Z"
